"Subject"|"Activity"|"Time_Body_Acceleration_mean_X"|"Time_Body_Acceleration_mean_Y"|"Time_Body_Acceleration_mean_Z"|"Time_Body_Acceleration_std_X"|"Time_Body_Acceleration_std_Y"|"Time_Body_Acceleration_std_Z"|"Time_Gravity_Acceleration_mean_X"|"Time_Gravity_Acceleration_mean_Y"|"Time_Gravity_Acceleration_mean_Z"|"Time_Gravity_Acceleration_std_X"|"Time_Gravity_Acceleration_std_Y"|"Time_Gravity_Acceleration_std_Z"|"Time_Body_Acceleration_Jerk_mean_X"|"Time_Body_Acceleration_Jerk_mean_Y"|"Time_Body_Acceleration_Jerk_mean_Z"|"Time_Body_Acceleration_Jerk_std_X"|"Time_Body_Acceleration_Jerk_std_Y"|"Time_Body_Acceleration_Jerk_std_Z"|"Time_Body_Gyro_mean_X"|"Time_Body_Gyro_mean_Y"|"Time_Body_Gyro_mean_Z"|"Time_Body_Gyro_std_X"|"Time_Body_Gyro_std_Y"|"Time_Body_Gyro_std_Z"|"Time_Body_Gyro_Jerk_mean_X"|"Time_Body_Gyro_Jerk_mean_Y"|"Time_Body_Gyro_Jerk_mean_Z"|"Time_Body_Gyro_Jerk_std_X"|"Time_Body_Gyro_Jerk_std_Y"|"Time_Body_Gyro_Jerk_std_Z"|"Freq_Body_Acceleration_mean_X"|"Freq_Body_Acceleration_mean_Y"|"Freq_Body_Acceleration_mean_Z"|"Freq_Body_Acceleration_std_X"|"Freq_Body_Acceleration_std_Y"|"Freq_Body_Acceleration_std_Z"|"Freq_Body_Acceleration_Jerk_mean_X"|"Freq_Body_Acceleration_Jerk_mean_Y"|"Freq_Body_Acceleration_Jerk_mean_Z"|"Freq_Body_Acceleration_Jerk_std_X"|"Freq_Body_Acceleration_Jerk_std_Y"|"Freq_Body_Acceleration_Jerk_std_Z"|"Freq_Body_Gyro_mean_X"|"Freq_Body_Gyro_mean_Y"|"Freq_Body_Gyro_mean_Z"|"Freq_Body_Gyro_std_X"|"Freq_Body_Gyro_std_Y"|"Freq_Body_Gyro_std_Z"
6|"SITTING"|0.25187074|-0.093512695|-0.27145926|-0.99588787|-0.99153289|-0.99482959|0.87103788|-0.10803287|-0.17353975|-0.99954003|-0.9994347|-0.99733834|0.00018245673|-0.22729727|-0.079545879|-0.9951936|-0.9888448|-0.99274891|-0.26695034|-0.23857878|-0.42974725|-0.9947923|-0.99399658|-0.99033785|-0.1449581|-0.080066452|-0.10962467|-0.99034198|-0.99231265|-0.99428521|-0.9944739|-0.98910186|-0.99386868|-0.99660153|-0.99245494|-0.99504951|-0.99546356|-0.98939424|-0.9905435|-0.99526833|-0.98890359|-0.99368964|-0.99119364|-0.99173773|-0.98607049|-0.99640104|-0.99588467|-0.99354769
7|"SITTING"|0.21051654|-0.085810553|-0.56093378|-0.99832621|-0.99570818|-0.99028929|0.91093668|-0.081706763|-0.040426845|-0.99910339|-0.9991188|-0.99605712|-0.15541099|-0.21271819|-0.32951001|-0.99721587|-0.99526|-0.99516704|-0.32860221|-0.27529525|-0.80671552|-0.99858523|-0.99560577|-0.99892196|-0.24706494|-0.12435465|-0.14527496|-0.9991388|-0.99687792|-0.99917791|-0.99814031|-0.99566418|-0.99124943|-0.99870679|-0.99602914|-0.99072373|-0.9978383|-0.99571632|-0.99459588|-0.99764703|-0.99540285|-0.99523866|-0.99793983|-0.99491883|-0.9987635|-0.99878732|-0.99606237|-0.9990574
8|"SITTING"|0.032150855|-0.060821305|-0.23073639|-0.9966133|-0.99598068|-0.99423058|0.63005898|0.043526671|0.067545729|-0.99909441|-0.99920053|-0.99837168|0.012624418|-0.46750501|-0.38828888|-0.99959039|-0.99476648|-0.9948146|-0.34918649|-0.42653266|-0.58075153|-0.9991531|-0.99574601|-0.99420385|-0.14517649|-0.080837788|-0.087149273|-0.99895886|-0.99898902|-0.99835997|-0.99795278|-0.99558272|-0.99386074|-0.9969203|-0.9958894|-0.99405018|-0.99934046|-0.99471778|-0.99314248|-0.99999041|-0.99612261|-0.99548817|-0.99876454|-0.99709456|-0.99525789|-0.99927326|-0.99489395|-0.99450694
9|"SITTING"|-0.32564743|-0.19603125|-0.17077519|-0.9988669|-0.99560697|-0.9871189|0.48891945|-0.42202648|-0.15253845|-0.99995586|-0.99978128|-0.99557429|-0.015609144|-0.14757014|-0.46936575|-0.99779627|-0.99564617|-0.99541316|-0.27475622|-0.3270335|-0.13035029|-0.99718427|-0.99166962|-0.99621648|-0.12517793|-0.15273794|-0.13899207|-0.99697325|-0.99869776|-0.99744241|-0.99846332|-0.9941171|-0.99019098|-0.999073|-0.99618979|-0.98529186|-0.99797442|-0.99466654|-0.99382743|-0.99782677|-0.99746617|-0.99565675|-0.99599252|-0.99497149|-0.99554716|-0.99755369|-0.9899089|-0.99677186
10|"SITTING"|0.11851475|-0.099672174|-0.14653819|-0.99823653|-0.99774538|-0.99861825|0.64145539|-0.59750796|0.012074281|-0.99971509|-0.99828983|-0.9994093|0.035156609|-0.48611386|-0.24862002|-0.99800894|-0.99605268|-0.99853896|-0.29945093|-0.2762211|-0.70253142|-0.99966692|-0.99882579|-0.99550132|-0.10489431|-0.093808902|-0.11585472|-1|-0.99873567|-0.9984609|-0.99822901|-0.99650771|-0.99847164|-0.99850392|-0.99751926|-0.99793748|-0.99819255|-0.99652143|-0.99812729|-0.9981994|-0.99696641|-0.99756126|-0.99938313|-0.9989767|-0.9966928|-0.99987683|-0.99887682|-0.99564813
11|"SITTING"|0.22345536|-0.096001131|-0.23526589|-0.99900412|-0.99681427|-0.99598904|0.80081471|-0.016064027|0.089802876|-0.99951585|-0.99943335|-0.99898562|0.041373705|-0.41968839|-0.031411654|-0.99819558|-0.9945468|-0.99736285|-0.20157536|-0.2966945|-0.75566521|-0.99975503|-0.9993272|-0.99775832|-0.11763218|-0.054308697|-0.10105966|-0.99950482|-0.99906371|-0.99915207|-0.99871322|-0.99466672|-0.99588585|-0.99916108|-0.99727296|-0.99566353|-0.99817432|-0.99460571|-0.99572942|-0.99837829|-0.99484604|-0.99775617|-0.99951222|-0.99910205|-0.99808174|-0.99985687|-0.99944934|-0.99834886
12|"SITTING"|0.16652003|-0.087007746|-0.16943392|-0.99759359|-0.99634648|-0.9879255|0.76985843|-0.050420165|-0.075473229|-0.99963209|-0.99959903|-0.9975808|0.057169757|-0.12048204|-0.15378329|-0.9941893|-0.99398331|-0.99377814|-0.23707915|-0.33195184|-0.36173337|-0.99668747|-0.99260186|-0.99721946|-0.10861038|-0.091001115|-0.091612584|-0.99634335|-0.99476406|-0.99690256|-0.9965186|-0.99507394|-0.98782327|-0.9981801|-0.99622282|-0.98882727|-0.99405083|-0.99441848|-0.99233465|-0.99487787|-0.99381552|-0.99737342|-0.99554478|-0.99305588|-0.99641727|-0.9972726|-0.99298969|-0.99778551
13|"SITTING"|0.19698843|-0.044881567|-0.18706051|-0.9987829|-0.99668766|-0.9950156|0.84430441|-0.12405387|-0.17907726|-0.99960252|-0.99949965|-0.99807811|-0.0053225354|-0.38113524|-0.80727277|-0.99751805|-0.9960488|-0.99712742|-0.23306217|-0.48542398|-0.48562415|-0.99779554|-0.99623319|-0.99766304|-0.12179387|-0.10740778|-0.087403422|-0.99820292|-0.99709003|-0.99712911|-0.99829459|-0.99508794|-0.99602027|-0.99930142|-0.99676403|-0.9952773|-0.99778478|-0.99556027|-0.99613268|-0.99788966|-0.99705106|-0.99667711|-0.9967935|-0.9962308|-0.99709832|-0.99811242|-0.99617503|-0.99829278
14|"SITTING"|0.21268136|-0.070431643|-0.1947619|-0.9988127|-0.99246015|-0.99324063|0.83650576|-0.15402397|-0.43712105|-0.99982701|-0.99862726|-0.99846968|-0.099087022|-0.4311918|-0.49499163|-0.99740058|-0.99427692|-0.99789109|-0.27256375|-0.35610038|-0.33096824|-0.99892045|-0.99728296|-0.9977931|-0.11719|-0.10330387|-0.12413208|-0.99960412|-0.99836545|-0.99868238|-0.99827812|-0.99171648|-0.99493053|-0.9991043|-0.99261435|-0.99174201|-0.99749228|-0.99456425|-0.99649179|-0.99794877|-0.99494085|-0.99799414|-0.99831252|-0.99690394|-0.99785338|-0.99912867|-0.99783206|-0.99789132
15|"SITTING"|0.090218788|-0.0498859|-0.20690501|-0.99855902|-0.99656321|-0.99595591|0.75920828|0.015333731|-0.2123587|-0.9997081|-0.99886073|-0.99782866|0.053256151|-0.67788016|-0.44882853|-0.99765683|-0.99414011|-0.99773392|-0.18812999|-0.43258439|-0.388714|-0.99958096|-0.99892037|-0.99642555|-0.12496336|-0.10490366|-0.095824133|-0.99971636|-0.99886129|-0.99867458|-0.99850113|-0.99422244|-0.99628899|-0.99873049|-0.99717745|-0.99706965|-0.99800852|-0.99434695|-0.99674912|-0.99751166|-0.99426509|-0.99728551|-0.99948077|-0.9986548|-0.99695458|-0.99961318|-0.99906938|-0.99738269
16|"SITTING"|0.2107581|-0.03971768|-0.16508983|-0.99920601|-0.99852372|-0.99652969|0.84796294|-0.18002068|-0.35094005|-0.99995397|-0.99953597|-0.99836|-0.12550522|-0.29119003|-0.48364101|-0.99814268|-0.99594322|-0.99945248|-0.29584422|-0.29059126|-0.35390499|-0.99883691|-0.99723214|-0.99911867|-0.15657795|-0.28123277|-0.45090648|-0.99814764|-0.99861884|-0.99815934|-0.99878447|-0.99699759|-0.99701724|-0.9994454|-0.99845342|-0.99555467|-0.99849474|-0.99642178|-0.99780628|-0.99860865|-0.99641794|-1|-0.99826296|-0.99755737|-0.99836296|-0.99902247|-0.99694935|-0.99959617
17|"SITTING"|0.24512534|-0.11972194|-0.18454709|-0.9998972|-0.99748346|-0.99628147|0.88067903|-0.14561152|-0.36958292|-0.99979359|-0.99864952|-0.99872564|0.026836178|-0.21091379|-0.16842416|-1|-0.99668918|-0.99716071|-0.27644451|-0.18533615|-0.36955128|-0.99928208|-0.99892412|-1|-0.10479071|-0.08958094|-0.093059852|-0.99977796|-0.9992372|-0.99970178|-0.99997329|-0.99605403|-0.99603195|-0.99984636|-0.99793869|-0.99684395|-1|-0.99642539|-0.99621616|-1|-0.99806747|-0.99711974|-0.99894779|-0.99900266|-1|-0.99949581|-0.99880009|-1
18|"SITTING"|0.24687403|-0.019448815|-0.18040193|-0.99821078|-0.99428193|-0.99442651|0.79483323|-0.098957914|-0.054659243|-0.99975862|-0.99937846|-0.99763351|0.066154037|-0.082431348|-0.015500225|-0.99881737|-0.99316018|-0.99592225|-0.18954131|-0.22502688|-0.34634541|-0.99858886|-0.99746694|-0.99801547|-0.10604248|-0.057836014|-0.072886669|-0.99812321|-0.99830338|-0.99759015|-0.99849874|-0.99326216|-0.99446159|-0.99868387|-0.99619472|-0.99393765|-0.99869323|-0.9936493|-0.99550831|-0.99909071|-0.99363647|-0.99593872|-0.99783573|-0.9974286|-0.997526|-0.99900617|-0.99743049|-0.99871921
19|"SITTING"|0.19100831|-0.097710155|-0.19063987|-0.99698185|-0.9939377|-0.99574445|0.17326856|0.20083707|0.19238977|-0.99723511|-0.99865504|-0.99647954|-0.032495172|-0.12163448|-0.10002136|-0.99618176|-0.99521279|-0.99708428|-0.05957536|-0.43660019|-0.0060140807|-0.99866074|-0.99218912|-0.99547812|-0.15369263|-0.14580821|-0.12168187|-0.99872772|-0.99753189|-0.99801873|-0.99610969|-0.9931198|-0.99513454|-0.99739801|-0.9936733|-0.99562862|-0.99631548|-0.99521428|-0.99557203|-0.99688426|-0.99598119|-0.99730011|-0.99852777|-0.9943627|-0.99533655|-0.99903052|-0.99105573|-0.99610166
20|"SITTING"|0.22853332|-0.039882655|-0.42723163|-0.99960647|-0.99708864|-0.99341462|0.85711628|-0.084568779|-0.067620315|-0.99971533|-0.99901284|-0.99958348|-0.052763252|-0.38783255|-0.28980224|-0.99878081|-0.99564215|-0.99531502|-0.19259976|-0.29194091|-1|-0.99942012|-0.99820748|-0.9966262|-0.12742034|-0.097452608|-0.096881372|-0.99907154|-0.99904462|-0.99863074|-0.99978743|-0.99531009|-0.99228558|-0.99948285|-0.99726883|-0.99509399|-0.99877686|-0.99479266|-0.9943189|-0.99895143|-0.99751888|-0.99483544|-0.99910204|-0.9984155|-0.99671188|-0.9996057|-0.99799552|-0.99718444
21|"SITTING"|0.22933625|-0.035205463|-0.35772051|-0.99768922|-0.99420407|-0.99347623|0.85919995|-0.0855119|-0.26731287|-0.9999145|-0.99974772|-0.999605|0.03892659|-0.11500102|-0.15309038|-0.99761431|-0.99259559|-0.99456748|-0.055727729|-0.46024306|-0.3416302|-0.99758678|-0.99327879|-0.99554391|-0.17340978|-0.089166677|-0.10475656|-0.99780585|-0.99683384|-0.99653489|-0.99742258|-0.99190958|-0.99339789|-0.99870589|-0.99489408|-0.99401295|-0.99798777|-0.99248893|-0.99387901|-0.99765539|-0.99326599|-0.99545708|-0.99682159|-0.99327557|-0.99480646|-0.99802636|-0.99370178|-0.99617792
22|"SITTING"|0.076997618|-0.055339017|-0.22958235|-0.99626356|-0.99430615|-0.9977408|0.67045975|0.028965963|0.092533064|-0.9977884|-0.99903128|-0.99598464|0.060841031|-0.41550511|-0.36258533|-0.99660844|-0.9935841|-0.99958764|-0.1995227|-0.31951038|-0.51293318|-0.99875337|-0.9933785|-0.99613843|-0.16448612|-0.109237|-0.280165|-0.99864728|-0.99591576|-0.99796799|-0.99541675|-0.99260573|-1|-0.99663483|-0.99458103|-0.99552102|-0.99638309|-0.99446184|-1|-0.99720982|-0.99449351|-0.9989742|-0.99780789|-0.99362771|-0.99430165|-0.99930713|-0.99319646|-0.99733241
23|"SITTING"|0.14872361|-0.11421786|-0.29057413|-0.99892523|-0.99984424|-1|0.88084094|-0.019404873|-0.1146199|-0.99945067|-0.99958577|-0.99849852|0.052153143|-0.20147038|-0.29667502|-0.99717377|-0.99769223|-0.99706527|-0.34229334|-0.32518981|-0.55061992|-0.99951952|-0.99746086|-0.99942562|-0.17681039|-0.19863951|-0.16780717|-0.99950263|-0.99690774|-0.99885439|-0.99854871|-0.99811908|-0.9998105|-0.99911661|-0.9998571|-0.99924846|-0.99765025|-0.9975741|-0.99770994|-0.99755857|-0.99807324|-0.99476056|-0.99933813|-0.9969515|-0.99910269|-0.99956811|-0.9984018|-0.99963203
24|"SITTING"|0.19793865|-0.060765185|-0.15239209|-0.99731901|-0.99168819|-0.99455573|0.83399434|0.037606923|-0.036377134|-0.9997603|-0.99891226|-0.99945275|0.054033859|-0.22636723|-0.1334133|-0.99653457|-0.9920526|-0.99600379|-0.24056371|-0.23788971|-0.38723297|-0.99751218|-0.99521185|-0.99673407|-0.1072746|-0.064655752|-0.10977369|-0.99832034|-0.99630818|-0.99693214|-0.99636849|-0.9904564|-0.9946815|-0.99780333|-0.99232598|-0.99398908|-0.99659312|-0.99271029|-0.99504908|-0.99675619|-0.99375306|-0.99546939|-0.99686932|-0.99523478|-0.99519271|-0.99792232|-0.9951419|-0.99781294
25|"SITTING"|0.22681184|-0.095118399|-0.26439673|-0.99822399|-0.99614227|-0.9906425|0.62462016|0.036689457|-0.027044894|-0.99967357|-0.99982977|-0.99639699|0.00093257643|-0.44161798|-0.080393381|-0.99794835|-0.9959399|-0.99698221|-0.15481624|-0.16542245|-0.45738638|-0.99933749|-0.99442861|-0.99762641|-0.10751814|-0.051955183|-0.097608519|-0.9988355|-0.99712667|-0.998304|-0.99793159|-0.99468961|-0.99447657|-0.99832849|-0.99652235|-0.99167524|-0.99823634|-0.99556936|-0.99658719|-0.99825166|-0.99676594|-0.99680913|-0.99895061|-0.99469336|-0.99669066|-0.99955808|-0.99420369|-0.99824782
26|"SITTING"|-0.41265906|-0.12107333|-0.21672453|-0.99861576|-0.99794731|-0.99856348|0.38726136|-0.036442194|0.1286936|-0.99953291|-0.99979107|-0.99875253|-0.123313|-0.49961955|-0.38613424|-0.99767492|-0.99752765|-0.99756346|-0.24490966|-0.31885996|-0.73188685|-0.99917537|-0.9968688|-0.99714433|-0.11319895|-0.10550412|-0.12773615|-0.99951285|-0.99800085|-0.9982596|-0.99885594|-0.99586708|-0.99732262|-0.99860929|-0.99830726|-0.99901127|-0.99846792|-0.99721644|-0.99684127|-0.99768155|-0.9981595|-0.99784944|-0.9993203|-0.99673125|-0.99710918|-0.99930608|-0.99690533|-0.99806903
27|"SITTING"|0.10481167|-0.033960475|-0.21390376|-0.99929538|-0.99638019|-0.9968082|0.63450589|0.081994566|0.054327497|-0.99972859|-0.9994229|-0.99758209|0.062344881|-0.19781948|-0.2695425|-0.997742|-0.99725163|-0.99733343|-0.26185068|-0.40393177|-0.48914751|-0.99893053|-0.99684798|-0.99724301|-0.10814975|-0.069361697|-0.092424046|-0.99835711|-0.99821252|-0.99857084|-0.9989049|-0.99450841|-0.99627135|-0.99951966|-0.99700836|-0.99655726|-0.9980165|-0.99668637|-0.99537811|-0.99758507|-0.99830334|-0.99817707|-0.99829039|-0.99679419|-0.9964707|-0.99915567|-0.99682431|-0.99780135
28|"SITTING"|0.17805985|-0.066284134|-0.24265575|-0.99641471|-0.99120942|-0.984602|0.81592521|-0.31605105|-0.13133273|-0.99996966|-0.99868245|-0.99282232|0.028726519|-0.058704961|-0.13688552|-0.99391303|-0.99142084|-0.99352308|-0.33441279|-0.22688146|-0.15208468|-0.99756733|-0.98935932|-0.9895267|-0.1607022|-0.10877337|-0.12848742|-0.99764993|-0.99519777|-0.99515933|-0.99511719|-0.99064583|-0.98817399|-0.99721142|-0.99096456|-0.98379059|-0.99407073|-0.99255686|-0.99217375|-0.9948774|-0.99200041|-0.99340861|-0.99688714|-0.98899788|-0.99052153|-0.99774082|-0.98958058|-0.99165892
29|"SITTING"|0.2209483|-0.057113516|-0.22370309|-0.99806659|-0.99408888|-0.99769196|0.83016325|0.092305481|0.22997536|-0.9992681|-0.99909084|-0.9986883|-0.0010503859|-0.26031054|-0.16863887|-0.99752525|-0.99462567|-0.99902896|-0.21431327|-0.2549532|-0.70697839|-0.99787577|-0.99849272|-0.99673308|-0.10613696|-0.051956291|-0.082656582|-0.99891317|-0.99928746|-0.99927801|-0.99733045|-0.99333558|-0.99843434|-0.99877351|-0.99452557|-0.99721695|-0.99749019|-0.99522381|-0.99874404|-0.99799299|-0.99548056|-0.99776349|-0.99811873|-0.99878133|-0.99625382|-0.99837374|-0.99822526|-0.99716244
30|"SITTING"|-0.088993912|-0.061877009|-0.15863815|-0.99971749|-0.99775624|-0.99811933|0.52508454|-0.0775378|0.2177229|-0.99960619|-0.99962468|-0.99894143|0.0057089301|-0.2261508|-0.22676287|-0.99896495|-0.99562243|-0.99975461|-0.17064095|-0.2466024|-0.55367399|-0.99930206|-0.9986424|-0.99883415|-0.11956657|-0.098391709|-0.13459851|-0.99988263|-0.99952544|-0.9982513|-0.99959034|-0.99599989|-0.99778335|-0.99978723|-0.9988007|-0.99761869|-0.99927445|-0.99698228|-0.99928299|-0.99921072|-0.99647119|-0.99952729|-0.99941703|-0.99875938|-0.99828722|-0.9994094|-0.99849169|-0.99922447
1|"STANDING"|0.26076161|-0.035370696|-0.13730782|-0.99925496|-0.99453026|-0.99945444|0.91165931|-0.36886927|-0.044189398|-0.99957758|-0.99907682|-0.9979543|0.05596521|-0.072306358|-0.067830808|-0.99919161|-0.99527456|-0.99924822|-0.043409983|-0.10761505|-0.17452147|-0.99833703|-0.99864863|-0.99813809|-0.11905174|-0.080866451|-0.079492236|-0.99779214|-0.99929097|-0.99789314|-0.99937732|-0.99261084|-0.99966797|-0.99939524|-0.99599157|-1|-0.99953805|-0.99470375|-0.99896645|-0.99927589|-0.99645355|-0.99798263|-0.99763528|-0.99846765|-0.99695895|-0.9985502|-0.99874253|-0.9988931
2|"STANDING"|0.21881237|-0.055128494|-0.17259261|-0.99878507|-0.99295121|-0.99315137|0.85873081|-0.44715997|0.038234377|-0.9992491|-0.99843492|-0.99670062|0.037478233|-0.066680016|-0.24936737|-0.99667303|-0.99166984|-0.99328658|-0.076452794|-0.18729119|-0.049312712|-0.99678549|-0.99530106|-0.9963317|-0.20489621|-0.17448771|-0.09338934|-0.99556353|-0.99720446|-0.99728901|-0.99826331|-0.98981458|-0.99271476|-0.99906652|-0.99431655|-0.99326742|-0.99670546|-0.99106507|-0.9929513|-0.9973335|-0.99321584|-0.99344862|-0.99480877|-0.99573837|-0.99525125|-0.99749001|-0.99496121|-0.99709103
3|"STANDING"|0.23601277|-0.050236136|-0.20852469|-0.99877032|-0.99509756|-0.99631596|0.87781379|-0.40152052|-0.089770636|-0.99910255|-0.9986324|-0.99819035|0.00051550289|-0.11998219|-0.25496563|-0.99789207|-0.99566862|-0.99515273|-0.10241043|-0.18481573|-0.34846872|-0.99522274|-0.9973919|-0.99516606|-0.17949258|-0.22907339|-0.10989767|-0.99675195|-0.99853709|-0.99798546|-0.99798327|-0.99360911|-0.99541084|-0.99923992|-0.99518802|-0.99638619|-0.99814916|-0.9956597|-0.99459494|-0.99773634|-0.99771369|-0.99413442|-0.99478953|-0.9977584|-0.99497745|-0.99557276|-0.99711107|-0.99557531
4|"STANDING"|0.19050003|-0.083568838|-0.23988195|-0.99708911|-0.98188427|-0.98380923|0.93160663|-0.20585047|0.013182683|-0.99871836|-0.99442293|-0.99360116|-0.09385121|-0.30775701|-0.33255501|-0.99421018|-0.98412756|-0.99361038|-0.14402313|-0.15393162|-0.48413714|-0.98770451|-0.98426214|-0.98650014|-0.35925861|-0.1778617|-0.1651799|-0.99107955|-0.9947316|-0.99276099|-0.99603009|-0.9819147|-0.98533488|-0.99763266|-0.98219045|-0.98653323|-0.99457795|-0.98461908|-0.99193336|-0.99599564|-0.98607417|-0.99498796|-0.98658022|-0.98669218|-0.98551377|-0.98801299|-0.98286974|-0.9879626
5|"STANDING"|0.19695721|-0.053719594|-0.2236719|-0.99767997|-0.98829522|-0.99678099|0.9220531|-0.2152896|0.062638315|-0.99957353|-0.99713733|-0.99551321|-0.030616043|-0.25918087|-0.28952752|-0.99593236|-0.9879662|-0.99768931|-0.22611785|-0.17392348|-0.30094776|-0.99461569|-0.99365024|-0.99367101|-0.17604065|-0.11662227|-0.10958527|-0.99455777|-0.9945595|-0.99512878|-0.99698636|-0.98688969|-0.99588517|-0.99839829|-0.98873816|-0.99681094|-0.99621326|-0.9897335|-0.99698554|-0.9968674|-0.9891716|-0.99689538|-0.99195502|-0.99311414|-0.99260814|-0.99555935|-0.99398304|-0.99486009
6|"STANDING"|0.25352527|-0.065645275|-0.24360863|-0.99829616|-0.99213329|-0.98920277|0.88194966|-0.29090576|-0.24611402|-0.9991654|-0.99860898|-0.99390018|-0.024661284|-0.03960911|-0.14360197|-0.99748227|-0.98844108|-0.99479639|-0.082120639|-0.22323123|-0.10616484|-0.9933417|-0.99235134|-0.99553761|-0.26216168|-0.09154019|-0.090007077|-0.99374697|-0.99698214|-0.99424703|-0.99775337|-0.98833196|-0.99183816|-0.99856345|-0.99404496|-0.98746134|-0.99740585|-0.98880359|-0.99383798|-0.99780223|-0.99104416|-0.99450793|-0.99165749|-0.99376553|-0.9937384|-0.99393937|-0.99148867|-0.99672934
7|"STANDING"|0.26816504|-0.048631737|-0.20865607|-0.99850943|-0.98420904|-0.98412197|0.90566301|-0.19542349|-0.28789801|-0.99922413|-0.99311994|-0.99426285|0.049110963|-0.12855258|-0.25591642|-0.99734347|-0.99327721|-0.9964423|-0.18896225|-0.23223488|0.010296956|-0.99570998|-0.9904736|-0.99471417|-0.16174614|-0.090177482|-0.14112263|-0.99496068|-0.99574996|-0.99764914|-0.99786101|-0.9883764|-0.99162971|-0.99885934|-0.98394751|-0.98387908|-0.99679797|-0.99426683|-0.99553973|-0.99834997|-0.99476994|-0.99689033|-0.99337416|-0.99226874|-0.99473809|-0.99650797|-0.99026862|-0.99506919
8|"STANDING"|0.24527246|-0.046043575|-0.50964494|-0.9995333|-0.99987292|-0.99873542|0.88636891|-0.19882948|-0.33516936|-0.9997221|-0.99924914|-0.99978448|0.011342067|-0.19565823|-0.22238007|-0.99945272|-1|-1|-0.039977552|-0.13486118|-0.29213656|-0.99784765|-0.99861369|-0.99864549|-0.13023917|-0.14519574|-0.063705648|-0.99805649|-0.99849677|-0.9987059|-0.99942655|-1|-0.99905219|-0.99957807|-0.99867854|-0.99770583|-0.99935019|-1|-0.99957492|-0.99964348|-1|-0.99892653|-0.99733179|-0.99825634|-0.99791684|-0.99796439|-0.99883642|-0.99911452
9|"STANDING"|0.26459293|-0.089286658|-0.17607315|-0.99689321|-0.99532808|-0.99200295|0.91195318|-0.060821273|-0.24561753|-0.99917284|-0.99716285|-0.99692129|0.01923411|-0.051700762|-0.19838433|-0.9952982|-0.99358888|-0.99307367|-0.094865343|-0.11209975|0.019066618|-0.98269261|-0.9889682|-0.99297216|-0.23312383|-0.13913636|-0.16633224|-0.99161803|-0.99691697|-0.99618453|-0.99598746|-0.99332843|-0.99112267|-0.99749901|-0.99575349|-0.99236966|-0.99550067|-0.99330875|-0.99088523|-0.99613205|-0.99466855|-0.99400309|-0.98386896|-0.99205386|-0.99238162|-0.98295155|-0.98923716|-0.99373065
10|"STANDING"|0.24415833|-0.036921783|-0.1659129|-0.99735787|-0.98023883|-0.99577804|0.93164202|-0.228945|-0.051634467|-0.99962609|-0.99698019|-0.99721164|0.042592983|-0.059664382|-0.18188349|-0.99602013|-0.98788296|-0.99655414|-0.097292242|-0.47833052|-0.036305712|-0.99466883|-0.99625608|-0.99354124|-0.20902339|-0.086345723|-0.12859271|-0.99374439|-0.99688812|-0.99586788|-0.99704432|-0.98291866|-0.99545016|-0.99767884|-0.98073098|-0.99544755|-0.99621539|-0.98747858|-0.99566808|-0.99699708|-0.98930911|-0.9959533|-0.99311109|-0.99567883|-0.9931141|-0.99511264|-0.99708559|-0.99418436
11|"STANDING"|0.26953872|-0.044150853|-0.12074428|-0.99915527|-0.98991924|-0.99691461|0.93397245|-0.19705184|0.057684951|-0.99978354|-0.99911335|-0.9987502|0.062418589|-0.11575168|-0.015154678|-0.99767303|-0.99276591|-0.99660294|-0.08343562|-0.13576627|-0.11117326|-0.99644098|-0.99897777|-0.99560922|-0.14367452|-0.046213274|-0.08364039|-0.9974421|-0.99969973|-0.99695796|-0.99869197|-0.98771172|-0.99691658|-0.99942099|-0.99114114|-0.99625419|-0.99756383|-0.99296132|-0.99583726|-0.99802101|-0.99385389|-0.99586287|-0.99570016|-0.99959985|-0.99498741|-0.99679761|-0.99897955|-0.99626783
12|"STANDING"|0.22997155|-0.07643803|-0.21856088|-0.99817427|-0.99195046|-0.99111814|0.92956644|-0.31476446|-0.13319806|-0.99968149|-0.9985376|-0.99640724|-0.022492954|-0.059199715|-0.3407036|-0.99632912|-0.99339705|-0.99175365|-0.28227614|-0.20608888|-0.25692733|-0.99319269|-0.99723816|-0.99618361|-0.35262053|-0.12210685|-0.10096553|-0.9969735|-0.99891401|-0.99802369|-0.99746877|-0.99069661|-0.98913414|-0.99854337|-0.99207655|-0.99286152|-0.99650002|-0.9933803|-0.98937553|-0.99703508|-0.99388413|-0.99287777|-0.99357642|-0.99787778|-0.99561743|-0.99399239|-0.99676234|-0.99679458
13|"STANDING"|0.26325359|-0.041062112|-0.1430977|-0.99867178|-0.98840107|-0.99634754|0.90880594|-0.33308724|-0.26887149|-0.99977836|-0.99747072|-0.99481691|0.030561545|-0.17932103|-0.04932252|-0.99884169|-0.99247375|-0.99943565|-0.10644472|-0.13662238|-0.12277887|-0.99511303|-0.99036604|-0.99156558|-0.14856869|-0.086333957|-0.097098545|-0.99628585|-0.99742681|-0.99613017|-0.99841911|-0.98863407|-0.99475135|-0.99876983|-0.98860196|-0.99696883|-0.99893143|-0.99268965|-0.99827141|-0.99881685|-0.99439567|-0.99929761|-0.99362793|-0.99368848|-0.99328554|-0.99553774|-0.99021755|-0.99280639
